Timestamp,Locality,Latitude,Longitude,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm),Network Type_3G,Network Type_4G,Network Type_5G,Network Type_LTE
2023-05-05 12:50:40.000000,Anisabad,0.047986220517546946,0.0004514553782780944,-84.2741131853019,-0.5571154781628649,0.49651684437228716,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 12:53:47.210173,Fraser Road,-1.7969795308780532,-0.7465748026790698,-97.6531209786312,-0.42994988403591844,-0.8289778811063307,-0.6739985090212218,-0.717657555390882,-0.7776067467368099,0,1,0,0
2023-05-05 12:56:54.420346,Boring Canal Road,-1.067959901668865,0.8220177446282644,-87.04613368001836,-0.5838412513321771,0.3264607896012818,-0.5686951728464503,-0.4854898561530982,-0.472403742529814,0,0,0,1
2023-05-05 13:00:01.630519,Danapur,1.5614692838685107,0.789030663412142,-94.14315859405016,2.0393018781416723,-0.976905089838102,-0.5449450184506317,-0.6353587671690335,-0.6938429951800394,0,0,1,0
2023-05-05 13:03:08.840692,Phulwari Sharif,-0.625733075395293,0.2502530399013308,-94.56476465880914,0.8602135270652466,-1.2671375650486505,-0.5411075658514494,-0.6682740471344758,-0.6571333211208918,0,0,1,0
2023-05-05 13:06:16.050865,Bankipore,0.5107452382526794,-1.367263974742246,-91.19602940186348,-0.5630019669525053,1.5956294915877145,-0.6156628423590788,-0.5442231704897437,-0.6343919026678072,0,0,0,1
2023-05-05 13:09:23.261038,Kidwaipuri,1.908542949299423,-0.4564639363423307,-85.6530919078429,-0.4725803848836625,-0.02547101567806344,-0.47858331013010996,-0.37789802347231066,-0.43421967815836426,0,1,0,0
2023-05-05 13:12:30.471211,Phulwari Sharif,0.5041072512605039,-1.1482980724205576,-85.98005247718947,-0.5257281977840244,0.5492781049594445,-0.5067908296315925,-0.4937440191537496,-0.4154133025345706,0,0,0,1
2023-05-05 13:15:37.681384,Gardanibagh,-0.10114548720352165,1.8690840800700061,-96.84211831410012,-0.513203772525343,1.700239762862304,-0.6851955852065571,-0.6476934817554453,-0.7473281284545398,0,0,0,1
2023-05-05 13:18:44.891557,Boring Road,-0.33707911656834194,-0.5406380688761102,-84.64306452431204,-0.5686339758587787,0.521753470930657,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 13:21:52.101730,S.K. Puri,-0.012368008957227521,1.5942395561993234,-90.30840683765642,-0.26996100285412744,-0.35274294312685256,-0.46297638310850436,-0.5404661073635341,-0.525732254621812,0,1,0,0
2023-05-05 13:24:59.311903,Pataliputra,1.493196990111851,-0.18282026263762394,-88.63539210073343,-0.5678147454936706,0.6641131240709418,-0.40713326283365914,-0.5232392672715259,-0.5450206085332976,0,0,0,1
2023-05-05 13:28:06.522076,Fraser Road,-0.435991445114988,1.4232948663533131,-88.78220352051659,-0.2641887613155495,-0.45968714209358874,-0.4981050503856645,-0.47094004456208416,-0.47661294009856614,0,1,0,0
2023-05-05 13:31:13.732249,Patliputra Colony,0.331854329220913,0.08416871648735243,-88.97117003607957,-0.43031708473388147,-0.43670856607706815,-0.5464903787542781,-0.47189106661793895,-0.5381067961457154,0,1,0,0
2023-05-05 13:34:20.942422,Rajendra Nagar,1.1591813434641185,0.6285484217305458,-79.6561267689209,-0.5861989621202606,1.6106008763207198,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 13:37:28.152595,Bailey Road,0.97213658319308,0.6391622892062556,-98.3870783385738,-0.09794048306219447,-1.0193977982335336,-0.687475887730126,-0.7307054500844317,-0.7995886300104849,0,0,1,0
2023-05-05 13:40:35.362768,Gandhi Maidan,-1.379834622264821,-0.342583129590062,-85.60737257749466,-0.5451451459486493,1.6552662400483091,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 13:43:42.572941,Rajendra Nagar,0.6227937430457597,0.07550998678005061,-94.6955169644142,1.9243658382565274,-1.3899872721165065,-0.6072620011994843,-0.6555519972053445,-0.6197135366418198,0,0,1,0
2023-05-05 13:46:49.783114,S.K. Puri,-1.3469154558588752,-0.6873577061543644,-103.93835805965892,2.478187845203527,-1.386952514123896,-0.7693897365826173,-0.8147081295520165,-0.8887061221855107,0,0,1,0
2023-05-05 13:49:56.993287,Kidwaipuri,-0.87615046564227,-1.7449268739515238,-94.88228041712742,-0.5461052041011933,1.104650477448595,-0.6636861141331001,-0.6705400541195858,-0.6773311201071317,0,0,0,1
2023-05-05 13:53:04.203460,Gardanibagh,1.2178747077160144,-1.3513211728903836,-89.02013371556511,-0.4930950557505062,-0.182482565175994,-0.4529232719148396,-0.5593990908069221,-0.5673397778163545,0,1,0,0
2023-05-05 13:56:11.413633,Anandpuri,1.0754667449576134,-0.7178614151500357,-97.53471587685564,1.2807504549042485,-1.4491723349854067,-0.7407201386009593,-0.6997233399528614,-0.6817960841938698,0,0,1,0
2023-05-05 13:59:18.623806,Boring Canal Road,-0.6651663442236192,1.3380081939962671,-89.10363007275834,-0.5849848163615765,0.9654170150493114,-0.38931803281551,-0.5102193603223695,-0.4877345807760664,0,0,0,1
2023-05-05 14:02:25.833979,Patliputra Colony,-1.0357639336364979,-0.5917253827756527,-89.94963039687282,-0.562687029455344,0.44066972230921625,-0.5393126599874805,-0.5865815546286084,-0.5613376874623947,0,0,0,1
2023-05-05 14:05:33.044152,Kumhrar,-0.23939974412348566,0.23007331992327487,-83.97815424613492,-0.5614113393488298,1.3148695573297153,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 14:08:40.254325,Kankarbagh,0.0680348145216454,-1.6947652533271078,-95.06888977633596,0.6255735743209796,-1.3085786266447421,-0.7480767767832762,-0.5983968214109875,-0.6403659088481466,0,0,1,0
2023-05-05 14:11:47.464498,Pataliputra,1.6635327677722385,1.0380379039782104,-100.10191623631076,-0.1397719582459273,-1.091046118005805,-0.7511114485654807,-0.7437870727864259,-0.8251928007629645,0,0,1,0
2023-05-05 14:14:54.674671,Ashok Rajpath,-1.7341300036911829,0.4529277005127143,-85.80728331378685,-0.5524332477110735,0.43762470804566006,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 14:18:01.884844,Phulwari Sharif,-1.8686264742888603,-0.1750928981688482,-91.78673388276266,-0.5875471061664325,0.27816869720200876,-0.6288009712104512,-0.6123517418437662,-0.6359323550292569,0,0,0,1
2023-05-05 14:21:09.095017,Pataliputra,0.3560781887491374,-0.9815897435206112,-86.42701404390581,-0.5442500783125875,1.7374440264859685,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 14:24:16.305190,Bailey Road,-1.3170650905401085,-0.2683351521455239,-93.53166988195268,0.3977396774016418,-1.2275763203036312,-0.5320046841511823,-0.6628902432050833,-0.612558314244635,0,0,1,0
2023-05-05 14:27:23.515363,Kankarbagh,-0.740614381360142,-0.950703146582946,-91.95507929382212,-0.4463620224052674,-0.4713770119994529,-0.6200800017395344,-0.5286967239814552,-0.652317958786009,0,1,0,0
2023-05-05 14:30:30.725536,Ashok Rajpath,1.2302048310864102,-0.2366783410972291,-82.81934177344415,-0.5268519266004154,1.2593049771771396,-0.34083248808865707,-0.3701742906458344,-0.2992297345211421,0,0,0,1
2023-05-05 14:33:37.935709,Phulwari Sharif,0.6679074634061847,0.2867247364759812,-90.2980305861247,-0.5750296343127423,1.198804215431257,-0.6392520448084406,-0.5823203369345736,-0.611610930768817,0,0,0,1
2023-05-05 14:36:45.145882,Boring Road,-1.5438887372938404,-0.7712976588003901,-87.68278625251112,-0.5323269580521653,1.4040678114697422,-0.3898388090182991,-0.5162965795143653,-0.5112720226865082,0,0,0,1
2023-05-05 14:39:52.356055,Patliputra Colony,-1.2003937028462892,-0.3308011863248653,-88.0108328886769,-0.5729056782051177,0.9457683477326213,-0.49631985532951267,-0.5069475698587486,-0.44523755609370735,0,0,0,1
2023-05-05 14:42:59.566228,Fraser Road,1.2403223624303645,-1.2146064649930872,-84.73889431555999,-0.561249282076201,0.792490360203911,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 14:46:06.776401,Kumhrar,0.7071386029802016,-0.4592267551503795,-93.7893655197685,-0.4509926092745965,-0.5380191257615917,-0.6764776519884786,-0.6080228761572803,-0.5625178558146006,0,1,0,0
2023-05-05 14:49:13.986574,Boring Canal Road,0.4564019469384166,0.24767626763742326,-93.95841928103432,-0.24468813488933902,-0.16727241866567594,-0.7214694963512983,-0.5765421791460307,-0.5730387259363168,0,1,0,0
2023-05-05 14:52:21.196747,Anandpuri,-0.6809871936365475,0.9658508810752487,-90.5031476803986,-0.26276866760322376,-0.3920853659877238,-0.6581138539390389,-0.49752112604253057,-0.5799081544963858,0,1,0,0
2023-05-05 14:55:28.406920,Anisabad,0.5762363471363771,-0.008269179162534843,-88.18077482183836,-0.5598099722060382,0.7385500175602938,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 14:58:35.617093,Anandpuri,1.742897596555978,-0.6118078844603516,-94.4717806254678,-0.5695381182103584,1.578849915153303,-0.633924273821517,-0.602316788085333,-0.5695171239319883,0,0,0,1
2023-05-05 15:01:42.827266,Danapur,0.7836569358247684,0.5725720687978758,-89.9479979740195,-0.5279422184283565,1.6952940489792878,-0.4166193440814295,-0.5739591888346087,-0.5423005318010483,0,0,0,1
2023-05-05 15:04:50.037439,Gandhi Maidan,-1.046687718221244,-0.6572967810136482,-89.7537255174982,-0.526089881260919,0.5928642911598955,-0.45436335309075054,-0.5438149049399316,-0.46923459183110655,0,0,0,1
2023-05-05 15:07:57.247612,Exhibition Road,0.3719000475306797,-0.6378821896816552,-85.58789893288886,-0.5267178977515891,0.9222226857403355,-0.3400428921206712,-0.4317563175804589,-0.4841744093276573,0,0,0,1
2023-05-05 15:11:04.457785,Phulwari Sharif,-1.5175563310543332,1.035391897772697,-85.39429850214107,-0.3715836372279148,-0.8742441505705011,-0.4972166680351901,-0.3995140509423079,-0.4769901441891256,0,1,0,0
2023-05-05 15:14:11.667958,Gardanibagh,-0.03491852045786993,0.3543438633791002,-93.82000121661336,3.104369471544918,-1.5198827332734979,-0.5934873142494067,-0.6250127826878864,-0.6484131861804845,0,0,1,0
2023-05-05 15:17:18.878131,Boring Canal Road,0.5174643836635068,-0.2965011718492323,-84.30197092625862,-0.5292523584567801,1.2094966235156275,1.7185467997380799,1.7225829373679975,1.720681277798318,1,0,0,0
2023-05-05 15:20:26.088304,Kankarbagh,1.8577186047309953,-0.679292251126669,-94.48261117343408,3.2588536119015656,-1.2334029170155563,-0.6475216409582504,-0.659018542933956,-0.6985629423666515,0,0,1,0
2023-05-05 15:23:33.298477,Anisabad,0.6888887712340293,0.6604759157339527,-92.13762674409348,-0.27188059849781765,-0.4427944848364089,-0.5969990508117722,-0.5941520053311677,-0.5721391072173889,0,1,0,0
2023-05-05 15:26:40.508650,Kankarbagh,-1.1889004980025482,1.609887798483272,-79.60918142706247,-0.4389175850480692,-0.5606133423179274,-0.3713780455714043,-0.3121162570466316,-0.26638173698025763,0,1,0,0
2023-05-05 15:29:47.718823,Pataliputra,0.31885268864975247,1.6149031670831406,-92.6014837762801,-0.29557774035782125,-0.6849731270300163,-0.5717437187717648,-0.5380273059269529,-0.5369661089725405,0,1,0,0
